CO,AB,FACID,DIS,FNAME,FSTREET,FCITY,FZIP,FSIC,COID,DISN,CHAPIS,CERR_CODE,TOGT,ROGT,COT,NOXT,SOXT,PMT,PM10T,lat,lon
10,SJV,669,SJU,JACOBSEN TRAILER INC,1128 E SOUTH AVE,FOWLER,93625,3537,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.61993,-119.70022
10,SJV,2708,SJU,JAIN IRRIGATION INC,2851 E FLORENCE AVE,FRESNO,93721,3084,FRE,SAN JOAQUIN VALLEY APCD,N,,.050395,.050395,0,0,0,0,0,36.71903,-119.77613
10,SJV,3457,SJU,JAMES MCKOANE ENTERPRISES INC,6334 N BLACKSTONE AVE,FRESNO,93710,5511,FRE,SAN JOAQUIN VALLEY APCD,,,.03745,.03745,0,0,0,0,0,36.82872,-119.78909
10,SJV,5980,SJU,JCPENNEY COMPANY,555 E SHAW AVE,FRESNO,93710,5311,FRE,SAN JOAQUIN VALLEY APCD,,,.000628356605800214822771213748657357679914,.0000585,.000303,.0024,.000000423,.00000710261569416498993963782696177062374245,.00000706,36.80651,-119.77785
10,SJV,3402,SJU,JCW CO,5843 E BROWN AVE,FRESNO,,2599,FRE,SAN JOAQUIN VALLEY APCD,,,.7469309639603182757438385708938895502478,.706581,0,0,0,1.40705416328431372549019607843137254902,.798363651,36.77535,-119.68932
10,SJV,3697,SJU,JEM DEGASSING,VARIOUS LOCATIONS,SJVAPCD,,1389,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,,
10,SJV,5472,SJU,JESSE SILVA DAIRY,3451 E HARLAN AVE,LATON,93242,241,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.44363,-119.73721
10,SJV,4178,SJU,"JOHN R LAWSON ROCK & OIL, INC",5723 GOLDEN STATE BLVD,FRESNO,93771,4212,FRE,SAN JOAQUIN VALLEY APCD,,,.000130904951622083096186681844052361980649,.000115,.000654,.00504,.00000392,.000213114754098360655737704918032786885246,.000208,36.81903,-119.89402
10,SJV,142,SJU,JR SIMPLOT CO/SIMPLOT  GROWER SOLUTIONS,21817 FRESNO-COALINGA RD,FIVE POINTS,93624,2873,FRE,SAN JOAQUIN VALLEY APCD,,,.04783,.04783,0,0,0,.6508476633663366336633663366336633663366,.32867807,36.415896,-120.122271
10,SJV,144,SJU,JR SIMPLOT CO/SIMPLOT GROWER SOLUTIONS,35836 W BULLARD,FIREBAUGH,93622,2879,FRE,SAN JOAQUIN VALLEY APCD,,,.024447,.024447,0,0,0,1.05179705555555555555555555555555555556,.76564075,36.82253,-120.43855
10,SJV,1626,SJU,JUDICIAL COUNCIL OF CALIFORNIA - AOC,1100 VAN NESS AVE (COURTHOUSE),FRESNO,93721,9199,FRE,SAN JOAQUIN VALLEY APCD,,,.002341568206229860365198711063372717508056,.000218,.027,.0164,.0000207,.000139839034205231388329979879275653923541,.000139,36.735733863583,-119.790287331148
10,SJV,2049,SJU,JVT ENTERPRISES LLC,291 N 6TH AVE,KINGSBURG,93631,175,FRE,SAN JOAQUIN VALLEY APCD,,,.001031303357996585088218554354012521343199,.000906,.00204,.0125,.0082616,.000232581967213114754098360655737704918033,.000227,36.47862,-119.5636
10,SJV,709,SJU,KAISER PERMANENTE MED CENTER,7300 N FRESNO ST,FRESNO,93720,8062,FRE,SAN JOAQUIN VALLEY APCD,,,.0510167041613070520695833398511059958295,.036139287,.3979588,.867201769,.00252946,.0524435040983606557377049180327868852458,.0518271,36.84291,-119.78124
10,SJV,2003,SJU,KEARNEYS' BRASS WORKS INC,2660 S DEARING AVE,FRESNO,93725,3369,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.7041,-119.73764
10,SJV,2004,SJU,KEARNEYS' MACHINE WORKS,2660 S DEARING AVE,FRESNO,93725,3449,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.003452631578947368421052631578947368421053,.00328,36.7041,-119.73764
10,SJV,712,SJU,KEARNEYS' MANUFACTURING,2660 S DEARING AVE,FRESNO,93725,3325,FRE,SAN JOAQUIN VALLEY APCD,,,.037932,.037932,0,0,0,1.30621052631578947368421052631578947368,1.2409,36.7041,-119.73764
10,SJV,2457,SJU,KEISER SPORTS HEALTH EQUIPMENT,2470 S CHERRY AVE,FRESNO,0,3949,FRE,SAN JOAQUIN VALLEY APCD,,,.0279545454545454545454545454545454545455,.0123,.187320002,.223000002,.00636,.1110491360100478081192772060610971558221,.1048247,36.7115,-119.78303
10,SJV,2879,SJU,KEITH A NILMEIER FARMS,8610 E CENTRAL AVE,DEL REY,,2033,FRE,SAN JOAQUIN VALLEY APCD,,,.1092886318181818181818181818181818181818,.048086998,.365461188,.110969996,.924000215,.0233684210526315789473684210526315789474,.0222,36.6797,-119.63457
10,SJV,7504,SJU,"KENYON PLASTERING, INC",4667 N BLYTHE AVE,FRESNO,93722,1742,FRE,SAN JOAQUIN VALLEY APCD,,,.015545,.015545,0,0,0,0,0,36.80539,-119.87324
10,SJV,3543,SJU,KERMAN TELEPHONE COMPANY,15061 C ST,KERMAN,93630,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.004075128059191804211724530449630051223677,.00358,.00448,.035,.0000457,.000734631147540983606557377049180327868853,.000717,36.7226192354923,-120.061045701667
10,SJV,2873,SJU,KFSN-TV CAPITAL CITIES/ABC INC,1777 G ST,FRESNO,93706,4833,FRE,SAN JOAQUIN VALLEY APCD,,,.001500284575981787137165623221400113830393,.001318,.002545,.019850932,.0000249,.000550204918032786885245901639344262295082,.000537,36.73838,-119.80269
10,SJV,3163,SJU,KFSN-TV/ABC INC,41986 RINGTAIL LN,MEADOW LAKES,93602,4833,FRE,SAN JOAQUIN VALLEY APCD,,,.000832100170745589072282299373932840068298,.000731,.00354,.01323,.00001203,.000459016393442622950819672131147540983607,.000448,37.07718,-119.43376
10,SJV,3302,SJU,KFTV TV,42004 RADIO LN,MEADOW LAKES,93602,4833,FRE,SAN JOAQUIN VALLEY APCD,,,.000236767216846898121798520204894706886739,.000208,.00187,.0141,.0000106,.000170081967213114754098360655737704918033,.000166,37.0734,-119.43197
10,SJV,3250,SJU,KGPE TELEVISION,42856 RADIO LN,AUBERRY,93602,4833,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,37.0714309934749,-119.429395445165
10,SJV,3376,SJU,KINGS CANYON UNIFIED SCHOOL DISTRICT,39500 DUNLAP RD,DUNLAP,93621,8211,FRE,SAN JOAQUIN VALLEY APCD,,,.00234490608992601024473534433693796243597,.00206,.00239,.014504726,.0000167,.000570696721311475409836065573770491803279,.000557,36.73649,-119.11611
10,SJV,7866,SJU,KINGS CANYON UNIFIED SCHOOL DISTRICT,39667 DUNLAP RD,DUNLAP,93621,8211,FRE,SAN JOAQUIN VALLEY APCD,,,.000784291405805350028457598178713716562322,.000689,.00937,.0343,.0000702,.000987704918032786885245901639344262295082,.000964,36.73504,-119.11825
10,SJV,723,SJU,KINGS RIVER CASTING INC,1350 NORTH AVE,SANGER,93657,3479,FRE,SAN JOAQUIN VALLEY APCD,,,.1043,.08344,0,0,0,.0195,.0078,36.69267,-119.55502
10,SJV,4285,SJU,KINGS RIVER COATING INC,1350 NORTH AVE,SANGER,93657,3479,FRE,SAN JOAQUIN VALLEY APCD,,,.003545454545454545454545454545454545454545,.00156,.00111,.044507999,.000334,.0046875,.0046,36.69267,-119.55502
10,SJV,8239,SJU,KINGS RIVER CONSERVATION DISTRICT,N36.83245/W119.32596 (LATITUDE & LONGITUDE),PIEDRA,,4911,FRE,SAN JOAQUIN VALLEY APCD,,,.007649402390438247011952191235059760956175,.00672,.0179,.0603,.0000301,.003022540983606557377049180327868852459016,.00295,42.8002014160156,-112.233367919922
10,SJV,3078,SJU,KINGSBURG APPLE PARTNERS INC,10363 E DAVIS RD,KINGSBURG,93631,723,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.46612,-119.61575
10,SJV,722,SJU,KINGSBURG COGEN FACILITY,11765 MOUNTAIN VIEW,KINGSBURG,93631,4911,FRE,SAN JOAQUIN VALLEY APCD,,,.0568206229860365198711063372717508055854,.00529,.141415069,.0403,.00106,2.62745836364408674267829197406662195395,2.367710314,36.5467408096995,-119.579436170965
10,SJV,7090,SJU,KINGSBURG FIRE DEPT,1880 BETHEL,KINGSBURG,93631,9224,FRE,SAN JOAQUIN VALLEY APCD,,,.0127604726100966702470461868958109559613,.001188,.001188,.0007425,.000003531,.00002501006036217303822937625754527162977867,.00002486,36.50345,-119.57514
10,SJV,7145,SJU,KINGSBURG FIRE DEPT.,1460 MARION,KINGSBURG,93631,9224,FRE,SAN JOAQUIN VALLEY APCD,,,.000723093447905477980665950590762620837809,.00006732,.000297,.0004092,.000003542,.00002512072434607645875251509054325955734406,.00002497,36.5143607284676,-119.552354389153
10,SJV,7626,SJU,KINGSBURG JOINT UNION HIGH SCHOOL DIST,1900 18TH AVE,KINGSBURG,93631,8211,FRE,SAN JOAQUIN VALLEY APCD,,,.000105179282868525896414342629482071713147,.0000924,.000579,.00124,.00000248,.00006485655737704918032786885245901639344262,.0000633,36.5180371463811,-119.547834049106
10,SJV,4375,SJU,KMMM RADIO,"MERCER MOUNTAIN, SEC 21, T9S, R21E",,0,4832,FRE,SAN JOAQUIN VALLEY APCD,,,.002365395560614684120660216277746158224245,.002078,.005947,.04855,.00005056,.001422745901639344262295081967213114754098,.0013886,54.716251373291,-113.283256530762
10,SJV,4308,SJU,KNSO - FRESNO,"30 RIVER PARK PLACE W, #200",FRESNO,93720,4833,FRE,SAN JOAQUIN VALLEY APCD,,,.001129197495731360273192942515651678998293,.000992,.00297,.0271,.0000337,.000474385245901639344262295081967213114754,.000463,36.8588,-119.7881
10,SJV,234,SJU,KRAFT FOODS INC,2494 S ORANGE AVE,FRESNO,93725,2033,FRE,SAN JOAQUIN VALLEY APCD,,,1.53128784294122212448905675997309463445,.676162553,3.382191664,1.820894178,.328296364,1.97618972188524590163934426229508196721,1.976176935,36.71001,-119.76484
10,SJV,375,SJU,KRAFT FOODS NORTH AMERICA INC,4343 E FLORENCE AVE,FRESNO,93725,2068,FRE,SAN JOAQUIN VALLEY APCD,,,.1666580948931546541108294096341905106845,.073658,.87586493,.370187009,.102347157,7.19804517466817410966647823629169022046,2.281932917,36.71948,-119.75266
10,SJV,7234,SJU,"KRAZAN & ASSOCIATES, INC",215 W DAKOTA AVE,CLOVIS,93612,8999,FRE,SAN JOAQUIN VALLEY APCD,,,.00084103114930182599355531686358754027927,.0000783,.000326,.001791,.000001176,.00000826961770623742454728370221327967806841,.00000822,36.78717,-119.71332
10,SJV,3077,SJU,KSEE TV,BEAR MOUNTAIN KSEE TRANSMITTER,SITE NEAR SANGER,93727,4833,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,32.8231391906738,-116.969879150391
10,SJV,4342,SJU,KY PACKING LLC,8686 S. RIO VISTA,REEDLEY,93654,723,FRE,SAN JOAQUIN VALLEY APCD,,,.7643984426964344169271953126514839582409,.534320019,.00482,.0197,.00001,.000956967213114754098360655737704918032787,.000934,36.60641,-119.47122
10,SJV,3252,SJU,LA TAPATIA TORTILLERIA INC,104 E BELMONT AVE,FRESNO,93625,2096,FRE,SAN JOAQUIN VALLEY APCD,,,.0413636363636363636363636363636363636365,.0182,.24474,.341750902,.009741,1.28338572539723693470128523278639949628,.605808,36.74956,-119.81046
10,SJV,8461,SJU,LAKESHORE RESORT INC.,61953 HUNTINGTON LAKE ROAD,LAKESHORE,93634,7021,FRE,SAN JOAQUIN VALLEY APCD,,,.0080197,.0080197,0,0,0,0,0,37.25193,-119.17145
10,SJV,755,SJU,LAMANUZZI & PANTALEO,3636 N GRANTLAND,FRESNO,93723,2034,FRE,SAN JOAQUIN VALLEY APCD,,,.0854545454545454545454545454545454545455,.0376,.57460199,.684049988,.00195,.1071815145190562613430127041742286751361,.067208955,36.78809,-119.91403
10,SJV,2964,SJU,LARRY FISHER & SONS,5242 E HOME AVE,FRESNO,93727,3479,FRE,SAN JOAQUIN VALLEY APCD,,,.001446280991735537190082644628099173553719,.0014,0,0,0,0,0,36.7627,-119.71635
10,SJV,3067,SJU,LATON COMMUNITY SERVICES DISTR,21200 S FOWLER AVE,LATON,93242,9199,FRE,SAN JOAQUIN VALLEY APCD,,,.000247011952191235059760956175298804780876,.000217,.00143,.00662,.00000345,.000173155737704918032786885245901639344262,.000169,36.43317,-119.68626
10,SJV,7562,SJU,LATON COMMUNITY SERVICES DISTRICT,6603 LATONIA ST,LATON,93242,9199,FRE,SAN JOAQUIN VALLEY APCD,,,.000169607285145133750711439954467842914058,.000149,.00196,.00213,.00000399,.0000881147540983606557377049180327868852459,.000086,36.43392,-119.67986
10,SJV,7262,SJU,LC SERVICES,3437 W ASHLAN AVE,FRESNO,93722,3273,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.79318,-119.85428
10,SJV,2963,SJU,LEE'S SERVICE,1445 I ST,REEDLEY,93654,7534,FRE,SAN JOAQUIN VALLEY APCD,,,.1009161179501860864586315488119095333524,.0705,0,0,0,.0849303135888501742160278745644599303136,.04875,36.59084,-119.44938
10,SJV,7070,SJU,LEPERENA ANTENNA SITES,OWENS MOUNTAINN - CA-0684,FRESNO COUNTY,93711,4812,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,52.274169921875,-100.608329772949
10,SJV,3117,SJU,LEVEL 3 COMMUNICATIONS LLC,7576 N DELMAR AVE STE 106,FRESNO,93711,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.001270347182697780307342060330108138873079,.001116,.00301,.0241,.00001324,.000984631147540983606557377049180327868853,.000961,36.84798,-119.79538
10,SJV,3572,SJU,LEVEL 3 COMMUNICATIONS LLC,"364 W FALLBROOK, SUITE 103",FRESNO,93711,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.004400682982356289129197495731360273192942,.003866,.002346,.0604,.0000597,.001803278688524590163934426229508196721312,.00176,36.84981,-119.79801
10,SJV,3706,SJU,LEVEL 3 COMMUNICATIONS LLC,305 W NAPA AVE,FRESNO,93706,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.0147296528173022196926579396698918611269,.01294,.1425,.1157,.0000854,.006854508196721311475409836065573770491804,.00669,36.74705,-119.81539
10,SJV,3805,SJU,LEVEL 3 COMMUNICATIONS LLC,18364 W JAYNE,HURON,93234,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.00058281161070005691519635742743312464428,.000512,.000531,.01258,.00001004,.000807377049180327868852459016393442622951,.000788,36.1377961889698,-120.132742249899
10,SJV,3806,SJU,LEVEL 3 COMMUNICATIONS LLC,5583 W KAMM AVE,CARUTHERS,93609,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.00006010244735344336937962435970404097894138,.0000528,.0000548,.0013,.00000103,.00008319672131147540983606557377049180327869,.0000812,36.53196,-119.8927
10,SJV,4012,SJU,LIDESTRI FOODS INC,568 S TEMPERANCE AVE,FRESNO,93727,723,FRE,SAN JOAQUIN VALLEY APCD,,,.6343581795454545454545454545454545454545,.279117599,.1015,.377215952,.193046797,.514877198,.514877198,36.72759,-119.66245
10,SJV,782,SJU,LIFTCO CAPS SANDBLASTING,4460 S CHESTNUT AVE,FRESNO,93725,3479,FRE,SAN JOAQUIN VALLEY APCD,,,.007691818181818181818181818181818181818181,.0033844,.0612683,.104925,.00057195,.1497703372093023255813953488372093023256,.144639,36.66954,-119.73612
10,SJV,8589,SJU,LIGHTNING SOURCE INC.,"3145 S. NORTHPOINTE DRIVE, SUITE 103",FRESNO,,2732,FRE,SAN JOAQUIN VALLEY APCD,,,.009132116004296455424274973147153598281417,.0008502,.0002048,.0002389,.00003051,.000216800804828973843058350100603621730382,.0002155,36.689105,-119.76896
10,SJV,779,SJU,"LION RAISINS, INC.",9400 S DEWOLF,SELMA,93662,723,FRE,SAN JOAQUIN VALLEY APCD,,,2.14939772045454545454545454545454545455,.945734997,17.56364994,2.702099991,1.071999659,1.09904068765517241379310344827586206897,.702419998,36.600029,-119.643642
10,SJV,523,SJU,LITHIA FORD MAZDA OF FRESNO,165 E AUTO CENTER DR,FRESNO,93710,5599,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.8207118240105,-119.786918974139
10,SJV,518,SJU,LITHIA NISSAN HYUNDAI,5590 N BLACKSTONE AVE,FRESNO,93710,5511,FRE,SAN JOAQUIN VALLEY APCD,,,.04858,.04858,0,0,0,0,0,36.81907,-119.78954
10,SJV,785,SJU,LONE STAR DEHYDRATOR,2730 S DEWOLF,SANGER,93657,723,FRE,SAN JOAQUIN VALLEY APCD,,,.3122572727272727272727272727272727272727,.19173,3.788830185,2.841622639,.1314,.0398947368421052631578947368421052631579,.0379,36.69708,-119.6435
10,SJV,3822,SJU,LOPERENA ANTENNA SITES,19720 AUBERRY RD,CLOVIS,93611,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.00161639157655093910073989755264655663062,.00142,.00277,.0267,.0000214,.000344262295081967213114754098360655737705,.000336,36.967062392463,-119.627732320742
10,SJV,787,SJU,LOS GATOS TOMATO PRODUCTS,19800 GALE AVE,HURON,93234,2033,FRE,SAN JOAQUIN VALLEY APCD,,,6.34445261693194024021091690264622595449,2.78597,5.366400003,2.521850002,.30599,1.36133573440643863179074446680080482897,1.36133,36.182908,-120.152608
10,SJV,2404,SJU,"LOTUS COMMUNICATIONS, CORP",1110 E OLIVE,FRESNO,93728,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.001652817302219692657939669891861126920888,.001452,.00462,.02124,.0000096,.001550204918032786885245901639344262295082,.001513,36.75734,-119.797
10,SJV,3705,SJU,LOWE'S HIW INC #795,7651 N BLACKSTONE,FRESNO,93721,5251,FRE,SAN JOAQUIN VALLEY APCD,,,.000381331815594763801935116676152532726238,.000335,.00111,.0456,.0000473,.000274590163934426229508196721311475409836,.000268,36.847007,-119.793598
10,SJV,4279,SJU,"LOWE'S HIW, INC",875 SHAW AVE,CLOVIS,93612,5251,FRE,SAN JOAQUIN VALLEY APCD,,,.000352874217416050085372794536141149686966,.00031,.00496,.0172,.0000195,.000469262295081967213114754098360655737705,.000458,36.81012,-119.69865
10,SJV,7348,SJU,LYONS MAGNUS,1636 S 2ND ST,FRESNO,93702,2099,FRE,SAN JOAQUIN VALLEY APCD,,,.0647045454545454545454545454545454545455,.02847,.004205,.039151,.014851,.039569,.039569,36.7265666102419,-119.770586102455
10,SJV,4198,SJU,"M. L. STREET PROPERTIES, A JOINT VENTURE",855 'M' ST,FRESNO,93721,6512,FRE,SAN JOAQUIN VALLEY APCD,,,.000385885031303357996585088218554354012521,.000339,.0025,.0196,.0000192,.000308401639344262295081967213114754098361,.000301,36.73449,-119.78589
10,SJV,2254,SJU,MALAGA COUNTY WATER DISTRICT,3390 E CENTRAL AVE,FRESNO,,4941,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.6780625313621,-119.727937355615
10,SJV,2875,SJU,MALAGA COUNTY WATER DISTRICT,E CHESTNUT AVE & S CENTRAL AVE,FRESNO,,4941,FRE,SAN JOAQUIN VALLEY APCD,,,.001479795105293113261240751280591918042117,.0013,.00896,.00913,.00000848,.001372265368852459016393442622950819672131,.001339331,36.67791,-119.73662
10,SJV,2876,SJU,MALAGA COUNTY WATER DISTRICT,3749 S MAPLE AVE,FRESNO,,4941,FRE,SAN JOAQUIN VALLEY APCD,,,.000430278884462151394422310756972111553785,.000378,.0116,.0335,.0000241,.002182377049180327868852459016393442622951,.00213,36.6787356231631,-119.745742883625
10,SJV,7426,SJU,MALAGA COUNTY WATER DISTRICT,4490 MINNEWAWA,FRESNO,,4941,FRE,SAN JOAQUIN VALLEY APCD,,,.000381331815594763801935116676152532726238,.000335,.00434,.00483,.00000899,.000198770491803278688524590163934426229508,.000194,36.6709889284939,-119.708814290264
10,SJV,8403,SJU,MALAGA COUNTY WATER DISTRICT,S MAPLE AVE BETWEEN E MALAGA AND E AMERICAN AVE,FRESNO,,4941,FRE,SAN JOAQUIN VALLEY APCD,,,.000299373932840068298235628912919749573136,.000263,.0028,.00444,.00000839,.000117827868852459016393442622950819672131,.000115,36.67068,-119.74572
10,SJV,4305,SJU,"MALAGA POWER, LLC",2611 E NORTH AVE,FRESNO,93725,4911,FRE,SAN JOAQUIN VALLEY APCD,,,2.38491183673469387755102040816326530612,.222035292,5.863539916,4.233909316,.1521,1.63149643863179074446680080482897384306,1.62170746,36.6908,-119.7397
10,SJV,1868,SJU,MANHEIM CENTRAL CA/TRA-CENTRAL CA,278 N MARKS AVE,FRESNO,93706,5012,FRE,SAN JOAQUIN VALLEY APCD,,,.00405236198064883323847467273762094479226,.00356,.001495,.01464,.0000159,.000957991803278688524590163934426229508197,.000935,36.7401,-119.84201
10,SJV,4004,SJU,MAXCO SUPPLY INC,605 S ZEDIKER AVE,PARLIER,93648,2759,FRE,SAN JOAQUIN VALLEY APCD,,,1.39794817974563030954008397617420173812,.761382741,.187195593,.312879552,.0965222,2.20926153151539647240166143057173450057,1.038795027,36.614325,-119.522308
10,SJV,817,SJU,MB TECHNOLOGY,188 S TEILMAN AVE,FRESNO,93706,2952,FRE,SAN JOAQUIN VALLEY APCD,N,,30.37296,30.37296,0,0,0,15.53514285714285714285714285714285714286,15.22444,36.74167,-119.82225
10,SJV,3008,SJU,MCI,1315 VAN NESS  SUITE 101,FRESNO,93720,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.001995446784291405805350028457598178713717,.001753,.00364,.03065,.00001858,.001870901639344262295081967213114754098361,.001826,36.73762,-119.79296
10,SJV,8577,SJU,MCI DBA VERIZON BUSINESS,"MARKER 93,37 ALONG DEPT. WATER RES. AQUEDUCT",ORA LOMA,,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.0229860365198711063372717508055853920516,.00214,.284286622,.00735,.00000901,.000129778672032193158953722334004024144869,.000129,18.3184337615967,-64.9516906738281
10,SJV,8624,SJU,MCI DBA VERIZON BUSINESS,MARKER 120-82 ALONG DEPT OF WTR RSRCS AQUEDUCT,MENDOTA,93640,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.0460794844253490870032223415682062298603,.00429,.0359,.01093,.00001758,.000259657947686116700201207243460764587525,.0002581,42.9965667724609,-74.1741180419922
10,SJV,3066,SJU,MCI WORLDCOM,EL DORADO/CALIFORNIA AQUEDUCT,COALINGA,93210,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.0418796992481203007518796992481203007519,.003899,.006053,.001307,.000016414,.000235613682092555331991951710261569416499,.0002342,38.6821708679199,-120.846832275391
10,SJV,4772,SJU,MECLEC PLATING,5945 E HARVARD AVE,FRESNO,CA,3471,FRE,SAN JOAQUIN VALLEY APCD,,,.0143835227272727272727272727272727272727,.006475,.10055,.111800003,.00319,.0331691439570267131242740998838559814169,.023440227,36.77463,-119.68418
10,SJV,607,SJU,MEDEIROS FARMS INC,12057 S HUGHES,CARUTHERS,93609,723,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.55981,-119.83837
10,SJV,3941,SJU,MELROSE KIWI CONCEPT CHAIRS USA INC,5671 E FOUNTAIN WY,FRESNO,93727,3842,FRE,SAN JOAQUIN VALLEY APCD,,,.1164516024026662951571592382626214996839,.097445,.02205,.0005775,.0001575,.0021,.001995,36.78192,-119.69706
10,SJV,3007,SJU,"MENNONITE BRETHREN HOMES, INC.",701 W HERBERT,REEDLEY,93654,8361,FRE,SAN JOAQUIN VALLEY APCD,,,.004889015367103016505406943653955606146841,.004295,.01722,.11836,.00007167,.004886270491803278688524590163934426229508,.004769,36.58031,-119.45556
10,SJV,1179,SJU,MEYERS FARMING LLC,29400 W WHITESBRIDGE RD,MENDOTA,93640,2063,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.7344015544783,-120.321898705839
10,SJV,3248,SJU,"MI-RANCHO TORTILLAS, INC",801 PURVIS AVE,CLOVIS,93612,2041,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.0147241379310344827586206896551724137931,.00427,36.81515,-119.69916
10,SJV,832,SJU,MICHAEL AUTOMOTIVE CENTER,50 W BULLARD AVE,FRESNO,93704,5511,FRE,SAN JOAQUIN VALLEY APCD,,,.6323636989528123387370479283243136829589,.59399099,.0878,.233999992,.00666,.01052,.01052,36.82311,-119.79158
10,SJV,831,SJU,"MICHELSEN PACKAGING CO., OF CA",4165 S CHERRY,FRESNO,93706,2679,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.5249177631578947368421052631578947368421,.31915,36.67471,-119.7841
10,SJV,7286,SJU,MIDWAY PEAKING LLC,43627 W PANOCHE RD,FIREBAUGH,93622,4911,FRE,SAN JOAQUIN VALLEY APCD,,,8.87470929108485499462943071965628356606,.826235435,5.500764676,5.841418499,.283765787,.3233400402414486921529175050301810865192,.3214,36.65112,-120.58073
10,SJV,2197,SJU,MILLER MILLING COMPANY,2908 S MAPLE AVE,FRESNO,93725,723,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,11.37399115517241379310344827586206896551,4.167566825,36.69429,-119.74715
10,SJV,844,SJU,MISSION UNIFORM & LINEN SERVICE,2555 S ORANGE,FRESNO,93725,7213,FRE,SAN JOAQUIN VALLEY APCD,,,.0609090909090909090909090909090909090909,.0268,.00512,.0443,.0142,.0378,.0378,36.70828,-119.7625
10,SJV,4038,SJU,MOBILE MINI LLC,5250 N BARCUS AVE,FRESNO,93722,3479,FRE,SAN JOAQUIN VALLEY APCD,,,.1231676136363636363636363636363636363636,.11922625,0,0,0,.3037353520833333333333333333333333333333,.291585938,36.81267,-119.89049
10,SJV,1259,SJU,"MODERN CUSTOM FABRICATION, INC",2421 E CALIFORNIA AVE,FRESNO,93721,3443,FRE,SAN JOAQUIN VALLEY APCD,,,1.59189093960584869675778766687857596948,1.540946,.0031,.0124,.0865,3.993418861749031007751937984496124031,3.479227391,36.72254,-119.78361
10,SJV,847,SJU,MODERN WELDING,4141 N BRAWLEY AVE,FRESNO,93722,3443,FRE,SAN JOAQUIN VALLEY APCD,,,4.82489746497717986149394420482050287115,5.504180017,0,0,0,.000293023255813953488372093023255813953488,.000252,36.79715,-119.86334
10,SJV,3594,SJU,MONTE VERDI ESTATES,12222 N WILLOW AVE,CLOVIS,93612,4931,FRE,SAN JOAQUIN VALLEY APCD,,,.00198747865680136596471257825839499146272,.001746,.00258258,.036237149,.0000356,.001145491803278688524590163934426229508196,.001118,36.9118696793916,-119.728162541722
10,SJV,3310,SJU,MUNISERVICES LLC,7335 N PALM BLUFFS,FRESNO,93711,8721,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.84298,-119.81022
10,SJV,861,SJU,NATIONAL RAISIN COMPANY,626 S 5TH ST,FOWLER,93625,723,FRE,SAN JOAQUIN VALLEY APCD,,,.5578681681818181818181818181818181818181,.252776714,.06069,.382155648,.1648,1.35999048149542575650950035186488388459,.890362105,36.62439,-119.6726
10,SJV,4138,SJU,NATIONAL RAISIN COMPANY,8250 S TEMPERANCE AVE,FOWLER,93625,723,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.61549,-119.66138
10,SJV,7579,SJU,NELSONS ACE HARDWARE,2104 E FRONT ST,SELMA,93662,5251,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.00004425,.0000177,36.5698,-119.61426
10,SJV,439,SJU,"NETAFIM IRRIGATION, INC.",5470 E HOME AVE,FRESNO,93727,4971,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.009070000000000000000000000000000000000002,.008163,36.76313,-119.70548
